stem,root,hom,class,mode,voice,pos,modification
baBAsvas,BAs,1,,perf,para,,
BaHsyat,Bas,1,,fut,para,,
BaHsyamAna,Bas,1,,fut,atma,,
BasanIya,Bas,1,,fut,pass,,
Basitavat,Bas,1,,past,active,,
Basita,Bas,1,,past,pass,,
Bastavya,Bas,1,,fut,pass,,
BasyamAna,Bas,1,,pres,pass,,
Basya,Bas,1,,fut,pass,,
BAHsyat,BAs,1,,fut,para,,
BAHsyamAna,BAs,1,,fut,atma,,
BAsat,BAs,1,1,pres,para,,
BAsanIya,BAs,1,,fut,pass,,
BAsanIya,BAs,1,,fut,pass,,caus
BAsamAna,BAs,1,1,pres,atma,,
BAsayat,BAs,1,,pres,para,,caus
BAsayamAna,BAs,1,,pres,atma,,caus
BAsayitavya,BAs,1,,fut,pass,,caus
BAsayizyat,BAs,1,,fut,para,,caus
BAsayizyamAna,BAs,1,,fut,atma,,
BAsayizyamAna,BAs,1,,fut,atma,,caus
BAsitavat,BAs,1,,past,active,,
BAsitavat,BAs,1,,past,active,,caus
BAsita,BAs,1,,past,pass,,
BAsita,BAs,1,,past,pass,,caus
BAstavya,BAs,1,,fut,pass,,
BAsyamAna,BAs,1,,pres,pass,,
BAsyamAna,BAs,1,,pres,pass,,caus
BAsya,BAs,1,,fut,pass,,
BAsya,BAs,1,,fut,pass,,caus
Basitum,Bas,,,,,infinitive,
Basya,Bas,,,,,gerund,
BasitvA,Bas,,,,,gerund,
BAsayitum,BAs#1,,,,,infinitive,caus
BAsitum,BAs#1,,,,,infinitive,
BAsya,BAs#1,,,,,gerund,
BAsayitvA,BAs#1,,,,,gerund,caus
BAsitvA,BAs#1,,,,,gerund,
baBaYjAna,BaYj,1,,perf,atma,,
baBaYjvas,BaYj,1,,perf,para,,
Bagnavat,BaYj,1,,past,active,,
Bagna,BaYj,1,,past,pass,,
BaNktavya,BaYj,1,,fut,pass,,
BaNkzyat,BaYj,1,,fut,para,,
BaNkzyamAna,BaYj,1,,fut,atma,,
BajyamAna,BaYj,1,,pres,pass,,
BaYjat,BaYj,1,7,pres,para,,
BaYjanIya,BaYj,1,,fut,pass,,
BaYjanIya,BaYj,1,,fut,pass,,caus
BaYjayat,BaYj,1,,pres,para,,caus
BaYjayamAna,BaYj,1,,pres,atma,,caus
BaYjayitavya,BaYj,1,,fut,pass,,caus
BaYjayizyat,BaYj,1,,fut,para,,caus
BaYjayizyamAna,BaYj,1,,fut,atma,,
BaYjayizyamAna,BaYj,1,,fut,atma,,caus
BaYjAna,BaYj,1,7,pres,atma,,
BaYjitavat,BaYj,1,,past,active,,caus
BaYjita,BaYj,1,,past,pass,,caus
BaYjyamAna,BaYj,1,,pres,pass,,caus
BaYjya,BaYj,1,,fut,pass,,
BaYjya,BaYj,1,,fut,pass,,caus
Bagya,BaYj,,,,,gerund,
BaNktum,BaYj,,,,,infinitive,
BaYjayitum,BaYj,,,,,infinitive,caus
BaYjya,BaYj,,,,,gerund,caus
BaktvA,BaYj,,,,,gerund,
BaYjayitvA,BaYj,,,,,gerund,caus
baBazARa,Baz,,,perf,atma,,
baBazvas,Baz,,,perf,para,,
baBAzARa,BAz,1,,perf,atma,,
baBAzvas,BAz,1,,perf,para,,
Bakzyat,Baz,,,fut,para,,
BakzyamAna,Baz,,,fut,atma,,
BazaRIya,Baz,,,fut,pass,,
Bazat,Baz,,1,pres,para,,
BazamAna,Baz,,1,pres,atma,,
Bazwavat,Baz,,,past,active,,
Bazwavya,Baz,,,fut,pass,,
Bazwa,Baz,,,past,pass,,
BazyamAna,Baz,,,pres,pass,,
Bazya,Baz,,,fut,pass,,
BAkzyat,BAz,1,,fut,para,,
BAkzyamAna,BAz,1,,fut,atma,,
BAzaRIya,BAz,1,,fut,pass,,
BAzat,BAz,1,1,pres,para,,
BAzamAna,BAz,1,1,pres,atma,,
BAzitavat,BAz,1,,past,active,,
BAzita,BAz,1,,past,pass,,
BAzwavya,BAz,1,,fut,pass,,
BAzyamAna,BAz,1,,pres,pass,,
BAzya,BAz,1,,fut,pass,,
Bazwum,Baz,,,,,infinitive,
Bazya,Baz,,,,,gerund,
BAzitum,BAz,,,,,infinitive,
BAzwum,BAz,,,,,infinitive,
BAzya,BAz,,,,,gerund,
BazwvA,Baz,,,,,gerund,
BAzitvA,BAz,,,,,gerund,
bAzpAyitum,bAzpa,,,,,infinitive,
bAzpya,bAzpa,,,,,gerund,
bAzpAyitvA,bAzpa,,,,,gerund,
baBfvas,Bf,1,,perf,para,,
baBrARa,Bf,1,,perf,atma,,
biBrat,Bf,1,3,pres,para,,
biBrARa,Bf,1,3,pres,atma,,
BaraRIya,Bf,1,,fut,pass,,
Barat,Bf,1,1,pres,para,,
BaramAna,Bf,1,1,pres,atma,,
Barizyat,Bf,1,,fut,para,,
BarizyamAna,Bf,1,,fut,atma,,
Bartavya,Bf,1,,fut,pass,,
BAraRIya,Bf,1,,fut,pass,,caus
BArayat,Bf,1,,pres,para,,caus
BArayamAna,Bf,1,,pres,atma,,caus
BArayitavya,Bf,1,,fut,pass,,caus
BArayizyat,Bf,1,,fut,para,,caus
BArayizyamAna,Bf,1,,fut,atma,,
BArayizyamAna,Bf,1,,fut,atma,,caus
BAritavat,Bf,1,,past,active,,caus
BArita,Bf,1,,past,pass,,caus
BAryamAna,Bf,1,,pres,pass,,caus
BArya,Bf,1,,fut,pass,,
BArya,Bf,1,,fut,pass,,caus
Bftavat,Bf,1,,past,active,,
Bfta,Bf,1,,past,pass,,
Bftya,Bf,1,,fut,pass,,
BriyamAna,Bf,1,,pres,pass,,
Bartum,Bf,,,,,infinitive,
BArayitum,Bf,,,,,infinitive,caus
BArya,Bf,,,,,gerund,caus
Bftya,Bf,,,,,gerund,
BArayitvA,Bf,,,,,gerund,caus
BftvA,Bf,,,,,gerund,
babfhARa,bfh,1,,perf,atma,,
babfhARa,bfh,1,,perf,atma,,
babfhvas,bfh,1,,perf,para,,
babfhvas,bfh,1,,perf,para,,
barQavya,bfh,1,,fut,pass,,
barQavya,bfh,1,,fut,pass,,
barhaRIya,bfh,1,,fut,pass,,
barhaRIya,bfh,1,,fut,pass,,
bfMhaRIya,bfh,1,,fut,pass,,caus
bfMhat,bfh,1,1,pres,para,,
bfMhamAna,bfh,1,1,pres,atma,,
bfMhayat,bfh,1,,pres,para,,caus
bfMhayamAna,bfh,1,,pres,atma,,caus
bfMhayitavya,bfh,1,,fut,pass,,caus
bfMhayizyat,bfh,1,,fut,para,,caus
bfMhayizyamAna,bfh,1,,fut,atma,,
bfMhayizyamAna,bfh,1,,fut,atma,,caus
bfMhitavat,bfh,1,,past,active,,
bfMhitavat,bfh,1,,past,active,,caus
bfMhita,bfh,1,,past,pass,,
bfMhita,bfh,1,,past,pass,,caus
bfMhyamAna,bfh,1,,pres,pass,,caus
bfMhya,bfh,1,,fut,pass,,caus
bfQavat,bfh,1,,past,active,,
bfQa,bfh,1,,past,pass,,
bfhat,bfh,1,6,pres,para,,
bfhamAna,bfh,1,6,pres,atma,,
bfhyamAna,bfh,1,,pres,pass,,
bfhyamAna,bfh,1,,pres,pass,,
bfhya,bfh,1,,fut,pass,,
bfhya,bfh,1,,fut,pass,,
Barkzyat,bfh,1,,fut,para,,
Barkzyat,bfh,1,,fut,para,,
BarkzyamAna,bfh,1,,fut,atma,,
BarkzyamAna,bfh,1,,fut,atma,,
barhitum,bfh#1,,,,,infinitive,
bfMhayitum,bfh#1,,,,,infinitive,caus
bfMhya,bfh#1,,,,,gerund,caus
bfhya,bfh#1,,,,,gerund,
bfMhayitvA,bfh#1,,,,,gerund,caus
bfQvA,bfh#1,,,,,gerund,
barhitum,bfh#2,,,,,infinitive,
bfhya,bfh#2,,,,,gerund,
barhitvA,bfh#2,,,,,gerund,
bfQvA,bfh#2,,,,,gerund,
Barzwum,Bfjj,,,,,infinitive,
Bfjya,Bfjj,,,,,gerund,
Brazwum,Bfjj,,,,,infinitive,
BfzwvA,Bfjj,,,,,gerund,
BfSAyitum,BfSa,,,,,infinitive,
BfSya,BfSa,,,,,gerund,
BfSAyitvA,BfSa,,,,,gerund,
biBIvas,BI,1,,perf,para,,
biByat,BI,1,3,pres,para,,
biByAna,BI,1,3,pres,atma,,
biByAna,BI,1,,perf,atma,,
BayanIya,BI,1,,fut,pass,,
BAyanIya,BI,1,,fut,pass,,caus
BAyayat,BI,1,,pres,para,,caus
BAyayamAna,BI,1,,pres,atma,,caus
BAyayitavya,BI,1,,fut,pass,,caus
BAyayizyat,BI,1,,fut,para,,caus
BAyayizyamAna,BI,1,,fut,atma,,
BAyayizyamAna,BI,1,,fut,atma,,caus
BAyitavat,BI,1,,past,active,,caus
BAyita,BI,1,,past,pass,,caus
BAyyamAna,BI,1,,pres,pass,,caus
BAyya,BI,1,,fut,pass,,caus
BItavat,BI,1,,past,active,,
BIta,BI,1,,past,pass,,
BIyamAna,BI,1,,pres,pass,,
BIzaRIya,BI,1,,fut,pass,,caus
BIzayat,BI,1,,pres,para,,caus
BIzayamAna,BI,1,,pres,atma,,caus
BIzayitavya,BI,1,,fut,pass,,caus
BIzayizyat,BI,1,,fut,para,,caus
BIzayizyamAna,BI,1,,fut,atma,,
BIzayizyamAna,BI,1,,fut,atma,,caus
BIzitavat,BI,1,,past,active,,caus
BIzita,BI,1,,past,pass,,caus
BIzyamAna,BI,1,,pres,pass,,caus
BIzya,BI,1,,fut,pass,,caus
Betavya,BI,1,,fut,pass,,
Beya,BI,1,,fut,pass,,
Bezyat,BI,1,,fut,para,,
BezyamAna,BI,1,,fut,atma,,
BAyayitum,BI#1,,,,,infinitive,caus
BAyya,BI#1,,,,,gerund,caus
BIya,BI#1,,,,,gerund,
BIzayitum,BI#1,,,,,infinitive,caus
BIzya,BI#1,,,,,gerund,caus
Betum,BI#1,,,,,infinitive,
BAyayitvA,BI#1,,,,,gerund,caus
BItvA,BI#1,,,,,gerund,
BIzayitvA,BI#1,,,,,gerund,caus
biBidAna,Bid,1,,perf,atma,,
biBidvas,Bid,1,,perf,para,,
BidyamAna,Bid,1,,pres,pass,,
Bindat,Bid,1,7,pres,para,,
BindAna,Bid,1,7,pres,atma,,
Binnavat,Bid,1,,past,active,,
Binna,Bid,1,,past,pass,,
Bettavya,Bid,1,,fut,pass,,
Betsyat,Bid,1,,fut,para,,
BetsyamAna,Bid,1,,fut,atma,,
BedanIya,Bid,1,,fut,pass,,
Bedya,Bid,1,,fut,pass,,
Bidya,Bid#1,,,,,gerund,
Bettum,Bid#1,,,,,infinitive,
Bedayitum,Bid#1,,,,,infinitive,caus
Bedya,Bid#1,,,,,gerund,caus
BittvA,Bid#1,,,,,gerund,
BedayitvA,Bid#1,,,,,gerund,caus
Bizajyitum,Bizaj,,,,,infinitive,
Bizaya,Bizaj,,,,,gerund,
BizajyitvA,Bizaj,,,,,gerund,
baBrAjAna,BrAj,1,,perf,atma,,
baBrAjvas,BrAj,1,,perf,para,,
BrAkzyat,BrAj,1,,fut,para,,
BrAkzyamAna,BrAj,1,,fut,atma,,
BrAjat,BrAj,1,1,pres,para,,
BrAjanIya,BrAj,1,,fut,pass,,
BrAjanIya,BrAj,1,,fut,pass,,caus
BrAjamAna,BrAj,1,1,pres,atma,,
BrAjayat,BrAj,1,,pres,para,,caus
BrAjayamAna,BrAj,1,,pres,atma,,caus
BrAjayitavya,BrAj,1,,fut,pass,,caus
BrAjayizyat,BrAj,1,,fut,para,,caus
BrAjayizyamAna,BrAj,1,,fut,atma,,
BrAjayizyamAna,BrAj,1,,fut,atma,,caus
BrAjitavat,BrAj,1,,past,active,,caus
BrAjita,BrAj,1,,past,pass,,caus
BrAjyamAna,BrAj,1,,pres,pass,,
BrAjyamAna,BrAj,1,,pres,pass,,caus
BrAjya,BrAj,1,,fut,pass,,
BrAjya,BrAj,1,,fut,pass,,caus
BrAzwavat,BrAj,1,,past,active,,
BrAzwavya,BrAj,1,,fut,pass,,
BrAzwa,BrAj,1,,past,pass,,
BrAjayitum,BrAj,,,,,infinitive,caus
BrAjitum,BrAj,,,,,infinitive,
BrAjya,BrAj,,,,,gerund,
BrAjayitvA,BrAj,,,,,gerund,caus
BrAjitvA,BrAj,,,,,gerund,
baBraRvas,Bram,,,perf,para,,
baBramARa,Bram,,,perf,atma,,
BraMsyat,Bram,,,fut,para,,
BraMsyamAna,Bram,,,fut,atma,,
Brantavya,Bram,,,fut,pass,,
BramaRIya,Bram,,,fut,pass,,
Bramat,Bram,,1,pres,para,,
BramamAna,Bram,,1,pres,atma,,
BramyamAna,Bram,,,pres,pass,,
Bramya,Bram,,,fut,pass,,
BrAntavat,Bram,,,past,active,,
BrAnta,Bram,,,past,pass,,
BrAmaRIya,Bram,,,fut,pass,,caus
BrAmayat,Bram,,,pres,para,,caus
BrAmayamAna,Bram,,,pres,atma,,caus
BrAmayitavya,Bram,,,fut,pass,,caus
BrAmayizyat,Bram,,,fut,para,,caus
BrAmayizyamAna,Bram,,,fut,atma,,
BrAmayizyamAna,Bram,,,fut,atma,,caus
BrAmitavat,Bram,,,past,active,,caus
BrAmita,Bram,,,past,pass,,caus
BrAmyat,Bram,,4,pres,para,,
BrAmyamAna,Bram,,4,pres,atma,,
BrAmyamAna,Bram,,,pres,pass,,caus
BrAmya,Bram,,,fut,pass,,caus
Bramitum,Bram,,,,,infinitive,
BrARya,Bram,,,,,gerund,
BrAmayitum,Bram,,,,,infinitive,caus
BrAmya,Bram,,,,,gerund,caus
BramitvA,Bram,,,,,gerund,
BrAntvA,Bram,,,,,gerund,
BrAmayitvA,Bram,,,,,gerund,caus
baBraMSAna,BraMS,,,perf,atma,,
baBraMSvas,BraMS,,,perf,para,,
BraMkzyat,BraMS,,,fut,para,,
BraMkzyamAna,BraMS,,,fut,atma,,
BraMSat,BraMS,,1,pres,para,,
BraMSanIya,BraMS,,,fut,pass,,
BraMSanIya,BraMS,,,fut,pass,,caus
BraMSamAna,BraMS,,1,pres,atma,,
BraMSayat,BraMS,,,pres,para,,caus
BraMSayamAna,BraMS,,,pres,atma,,caus
BraMSayitavya,BraMS,,,fut,pass,,caus
BraMSayizyat,BraMS,,,fut,para,,caus
BraMSayizyamAna,BraMS,,,fut,atma,,
BraMSayizyamAna,BraMS,,,fut,atma,,caus
BraMSitavat,BraMS,,,past,active,,caus
BraMSita,BraMS,,,past,pass,,caus
BraMSyamAna,BraMS,,,pres,pass,,caus
BraMSya,BraMS,,,fut,pass,,
BraMSya,BraMS,,,fut,pass,,caus
BraMzwavya,BraMS,,,fut,pass,,
BraSyat,BraMS,,4,pres,para,,
BraSyamAna,BraMS,,4,pres,atma,,
BraSyamAna,BraMS,,,pres,pass,,
Brazwavat,BraMS,,,past,active,,
Brazwa,BraMS,,,past,pass,,
BraMSayitum,BraMS,,,,,infinitive,caus
BraMSitum,BraMS,,,,,infinitive,
BraMSya,BraMS,,,,,gerund,caus
BraSya,BraMS,,,,,gerund,
BraMSayitvA,BraMS,,,,,gerund,caus
BraMSitvA,BraMS,,,,,gerund,
BrazwvA,BraMS,,,,,gerund,
bubrUvas,brU,,,perf,para,,
bubrvARa,brU,,,perf,atma,,
bravaRIya,brU,,,fut,pass,,
bravitavya,brU,,,fut,pass,,
bravizyat,brU,,,fut,para,,
bravizyamAna,brU,,,fut,atma,,
bruvat,brU,,2,pres,para,,
bruvat,brU,,6,pres,para,,
bruvamAna,brU,,6,pres,atma,,
bruvARa,brU,,2,pres,atma,,
brUtavat,brU,,,past,active,,
brUta,brU,,,past,pass,,
brUyamAna,brU,,,pres,pass,,
broya,brU,,,fut,pass,,
baBUvas,BU,1,,perf,para,,
baBUvAna,BU,1,,perf,atma,,
boBavat,BU,1,,pres,para,,intens
boBUyamAna,BU,1,,pres,atma,,intens
Bavat,BU,1,1,pres,para,,
BavanIya,BU,1,,fut,pass,,
BavamAna,BU,1,1,pres,atma,,
Bavitavya,BU,1,,fut,pass,,
Bavizyat,BU,1,,fut,para,,
BavizyamAna,BU,1,,fut,atma,,
BAvanIya,BU,1,,fut,pass,,caus
BAvayat,BU,1,,pres,para,,caus
BAvayamAna,BU,1,,pres,atma,,caus
BAvayitavya,BU,1,,fut,pass,,caus
BAvayizyat,BU,1,,fut,para,,caus
BAvayizyamAna,BU,1,,fut,atma,,
BAvayizyamAna,BU,1,,fut,atma,,caus
BAvitavat,BU,1,,past,active,,caus
BAvita,BU,1,,past,pass,,caus
BAvyamAna,BU,1,,pres,pass,,caus
BAvya,BU,1,,fut,pass,,
BAvya,BU,1,,fut,pass,,caus
BUtavat,BU,1,,past,active,,
BUta,BU,1,,past,pass,,
BUyamAna,BU,1,,pres,pass,,
Boya,BU,1,,fut,pass,,
buBUzitum,BU#1,,,,,infinitive,desid
buBUzya,BU#1,,,,,gerund,desid
Bavitum,BU#1,,,,,infinitive,
BAvam,BU#1,,,,,gerund,
BAvayitum,BU#1,,,,,infinitive,caus
BAvitum,BU#1,,,,,infinitive,caus
BAvya,BU#1,,,,,gerund,caus
BUya,BU#1,,,,,gerund,
buBUzitvA,BU#1,,,,,gerund,desid
BAvayitvA,BU#1,,,,,gerund,caus
BUtvA,BU#1,,,,,gerund,
budDavat,buD,,,past,active,,
budDa,buD,,,past,pass,,
buDyat,buD,,4,pres,para,,
buDyamAna,buD,,4,pres,atma,,
buDyamAna,buD,,,pres,pass,,
bubuDAna,buD,,,perf,atma,,
bubuDvas,buD,,,perf,para,,
bubuButsAna,buD,,,perf,atma,,desid
bubuButsvas,buD,,,perf,para,,desid
buButsat,buD,,,pres,para,,desid
buButsanIya,buD,,,fut,pass,,desid
buButsamAna,buD,,,pres,atma,,desid
buButsitavat,buD,,,past,active,,desid
buButsita,buD,,,past,pass,,desid
bodDavya,buD,,,fut,pass,,
boDat,buD,,1,pres,para,,
boDanIya,buD,,,fut,pass,,
boDanIya,buD,,,fut,pass,,caus
boDamAna,buD,,1,pres,atma,,
boDayat,buD,,,pres,para,,caus
boDayamAna,buD,,,pres,atma,,caus
boDayitavya,buD,,,fut,pass,,caus
boDayizyat,buD,,,fut,para,,caus
boDayizyamAna,buD,,,fut,atma,,
boDayizyamAna,buD,,,fut,atma,,caus
boDitavat,buD,,,past,active,,caus
boDita,buD,,,past,pass,,caus
boDyamAna,buD,,,pres,pass,,caus
boDya,buD,,,fut,pass,,
boDya,buD,,,fut,pass,,caus
boBuDat,buD,,,pres,para,,intens
Botsyat,buD,,,fut,para,,
BotsyamAna,buD,,,fut,atma,,
buDya,buD#1,,,,,gerund,
buButsitum,buD#1,,,,,infinitive,desid
buButsya,buD#1,,,,,gerund,desid
buBodizitum,buD#1,,,,,infinitive,desid
buBodizya,buD#1,,,,,gerund,desid
buBoDizitum,buD#1,,,,,infinitive,desid
buBoDizya,buD#1,,,,,gerund,desid
bodDum,buD#1,,,,,infinitive,
boDayitum,buD#1,,,,,infinitive,caus
boDya,buD#1,,,,,gerund,caus
budDvA,buD#1,,,,,gerund,
buButsitvA,buD#1,,,,,gerund,desid
buBodizitvA,buD#1,,,,,gerund,desid
buBoDizitvA,buD#1,,,,,gerund,desid
boDayitvA,buD#1,,,,,gerund,caus
bubuBukzvas,Buj,3,,perf,para,,desid
buBukzaRIya,Buj,3,,fut,pass,,desid
buBukzat,Buj,3,,pres,para,,desid
buBukzitavat,Buj,3,,past,active,,desid
buBukzita,Buj,3,,past,pass,,desid
buBujAna,Buj,3,,perf,atma,,
buBujvas,Buj,3,,perf,para,,
buBujvas,Buj,3,,perf,para,,
Buktavat,Buj,3,,past,active,,
Bukta,Buj,3,,past,pass,,
Bugnavat,Buj,3,,past,active,,
Bugna,Buj,3,,past,pass,,
Bujat,Buj,3,6,pres,para,,
BujyamAna,Buj,3,,pres,pass,,
BujyamAna,Buj,3,,pres,pass,,
BuYjat,Buj,3,7,pres,para,,
BuYjAna,Buj,3,7,pres,atma,,
BuYjApanIya,Buj,3,,fut,pass,,caus
BuYjApayat,Buj,3,,pres,para,,caus
BuYjApayamAna,Buj,3,,pres,atma,,caus
BuYjApayitavya,Buj,3,,fut,pass,,caus
BuYjApayizyat,Buj,3,,fut,para,,caus
BuYjApayizyamAna,Buj,3,,fut,atma,,
BuYjApayizyamAna,Buj,3,,fut,atma,,caus
BuYjApitavat,Buj,3,,past,active,,caus
BuYjApita,Buj,3,,past,pass,,caus
BuYjApyamAna,Buj,3,,pres,pass,,caus
BuYjApya,Buj,3,,fut,pass,,caus
Boktavya,Buj,3,,fut,pass,,
Boktavya,Buj,3,,fut,pass,,
Bokzyat,Buj,3,,fut,para,,
Bokzyat,Buj,3,,fut,para,,
BokzyamAna,Buj,3,,fut,atma,,
BojanIya,Buj,3,,fut,pass,,
BojanIya,Buj,3,,fut,pass,,
BojanIya,Buj,3,,fut,pass,,caus
Bojayat,Buj,3,,pres,para,,caus
BojayamAna,Buj,3,,pres,atma,,caus
Bojayitavya,Buj,3,,fut,pass,,caus
Bojayizyat,Buj,3,,fut,para,,caus
BojayizyamAna,Buj,3,,fut,atma,,
BojayizyamAna,Buj,3,,fut,atma,,caus
Bojitavat,Buj,3,,past,active,,caus
Bojita,Buj,3,,past,pass,,caus
BojyamAna,Buj,3,,pres,pass,,caus
Bojya,Buj,3,,fut,pass,,
Bojya,Buj,3,,fut,pass,,
Bojya,Buj,3,,fut,pass,,caus
Bugya,Buj#1,,,,,gerund,
Boktum,Buj#1,,,,,infinitive,
Bojam,Buj#1,,,,,gerund,
BuktvA,Buj#1,,,,,gerund,
buBukzitum,Buj#2,,,,,infinitive,desid
buBukzya,Buj#2,,,,,gerund,desid
Bujya,Buj#2,,,,,gerund,
BuYjApayitum,Buj#2,,,,,infinitive,caus
BuYjApya,Buj#2,,,,,gerund,caus
Boktum,Buj#2,,,,,infinitive,
Bojayitum,Buj#2,,,,,infinitive,caus
Bojya,Buj#2,,,,,gerund,caus
buBukzitvA,Buj#2,,,,,gerund,desid
BuktvA,Buj#2,,,,,gerund,
BuYjApayitvA,Buj#2,,,,,gerund,caus
BojayitvA,Buj#2,,,,,gerund,caus
buBUzARa,BUz,,,perf,atma,,
buBUzvas,BUz,,,perf,para,,
BUzaRIya,BUz,,,fut,pass,,caus
BUzat,BUz,,1,pres,para,,
BUzamAna,BUz,,1,pres,atma,,
BUzayat,BUz,,,pres,para,,caus
BUzayamAna,BUz,,,pres,atma,,caus
BUzayitavya,BUz,,,fut,pass,,caus
BUzayizyat,BUz,,,fut,para,,caus
BUzayizyamAna,BUz,,,fut,atma,,
BUzayizyamAna,BUz,,,fut,atma,,caus
BUzitavat,BUz,,,past,active,,
BUzitavat,BUz,,,past,active,,caus
BUzita,BUz,,,past,pass,,
BUzita,BUz,,,past,pass,,caus
BUzyamAna,BUz,,,pres,pass,,
BUzyamAna,BUz,,,pres,pass,,caus
BUzya,BUz,,,fut,pass,,
BUzya,BUz,,,fut,pass,,caus
Bokzyat,BUz,,,fut,para,,
BokzyamAna,BUz,,,fut,atma,,
BozaRIya,BUz,,,fut,pass,,
Bozwavya,BUz,,,fut,pass,,
BUzayitum,BUz,,,,,infinitive,caus
BUzitum,BUz,,,,,infinitive,
BUzya,BUz,,,,,gerund,
BUzayitvA,BUz,,,,,gerund,caus
BUzitvA,BUz,,,,,gerund,
cacCadAna,Cad,3,,perf,atma,,
cacCadvas,Cad,3,,perf,para,,
Cattavya,Cad,3,,fut,pass,,
Catsyat,Cad,3,,fut,para,,
CatsyamAna,Cad,3,,fut,atma,,
Cadat,Cad,3,1,pres,para,,
CadanIya,Cad,3,,fut,pass,,
CadamAna,Cad,3,1,pres,atma,,
CadyamAna,Cad,3,,pres,pass,,
Cadya,Cad,3,,fut,pass,,
Cannavat,Cad,3,,past,active,,
Canna,Cad,3,,past,pass,,
CAdanIya,Cad,3,,fut,pass,,caus
CAdayat,Cad,3,,pres,para,,caus
CAdayamAna,Cad,3,,pres,atma,,caus
CAdayitavya,Cad,3,,fut,pass,,caus
CAdayizyat,Cad,3,,fut,para,,caus
CAdayizyamAna,Cad,3,,fut,atma,,
CAdayizyamAna,Cad,3,,fut,atma,,caus
CAditavat,Cad,3,,past,active,,caus
CAdita,Cad,3,,past,pass,,caus
CAdyamAna,Cad,3,,pres,pass,,caus
CAdya,Cad,3,,fut,pass,,caus
Caditum,Cad#1,,,,,infinitive,
Cadya,Cad#1,,,,,gerund,
CAdayitum,Cad#1,,,,,infinitive,caus
CAdya,Cad#1,,,,,gerund,caus
CattvA,Cad#1,,,,,gerund,
CAdayitvA,Cad#1,,,,,gerund,caus
cakAsitum,cakAs,,,,,infinitive,
cakAsya,cakAs,,,,,gerund,
cakAstvA,cakAs,,,,,gerund,
cakzaRIya,cakz,,,fut,pass,,
cakzARa,cakz,,2,pres,atma,,
cakzyamAna,cakz,,,fut,atma,,
cakzyamAna,cakz,,,pres,pass,,
cakzya,cakz,,,fut,pass,,
cacakzARa,cakz,,,perf,atma,,
cazwavat,cakz,,,past,active,,
cazwavya,cakz,,,fut,pass,,
cazwa,cakz,,,past,pass,,
cakzitum,cakz,,,,,infinitive,
cakzya,cakz,,,,,gerund,
cazwvA,cakz,,,,,gerund,
calat,cal,,1,pres,para,,
calanIya,cal,,,fut,pass,,
calamAna,cal,,1,pres,atma,,
calitavat,cal,,,past,active,,
calitavya,cal,,,fut,pass,,
calita,cal,,,past,pass,,
calizyat,cal,,,fut,para,,
calizyamAna,cal,,,fut,atma,,
calyamAna,cal,,,pres,pass,,
calya,cal,,,fut,pass,,
cAlanIya,cal,,,fut,pass,,caus
cAlayat,cal,,,pres,para,,caus
cAlayamAna,cal,,,pres,atma,,caus
cAlayitavya,cal,,,fut,pass,,caus
cAlayizyat,cal,,,fut,para,,caus
cAlayizyamAna,cal,,,fut,atma,,
cAlayizyamAna,cal,,,fut,atma,,caus
cAlitavat,cal,,,past,active,,caus
cAlita,cal,,,past,pass,,caus
cAlyamAna,cal,,,pres,pass,,caus
cAlya,cal,,,fut,pass,,caus
celAna,cal,,,perf,atma,,
celivas,cal,,,perf,para,,
calitum,cal,,,,,infinitive,
calya,cal,,,,,gerund,
cAlayitum,cal,,,,,infinitive,caus
cAlya,cal,,,,,gerund,caus
calitvA,cal,,,,,gerund,
cAlayitvA,cal,,,,,gerund,caus
Calayitum,Cala,,,,,infinitive,
Calya,Cala,,,,,gerund,
CalayitvA,Cala,,,,,gerund,
caMsyat,cam,,,fut,para,,
caMsyamAna,cam,,,fut,atma,,
cantavat,cam,,,past,active,,
cantavya,cam,,,fut,pass,,
canta,cam,,,past,pass,,
camat,cam,,1,pres,para,,
camanIya,cam,,,fut,pass,,
camamAna,cam,,1,pres,atma,,
camyamAna,cam,,,pres,pass,,
camya,cam,,,fut,pass,,
cemAna,cam,,,perf,atma,,
cemivas,cam,,,perf,para,,
camitum,cam,,,,,infinitive,
camya,cam,,,,,gerund,
cantvA,cam,,,,,gerund,
camitvA,cam,,,,,gerund,
canttavya,cand,,,fut,pass,,
cantsyat,cand,,,fut,para,,
cantsyamAna,cand,,,fut,atma,,
candat,cand,,1,pres,para,,
candanIya,cand,,,fut,pass,,
candamAna,cand,,1,pres,atma,,
canditavat,cand,,,past,active,,
candita,cand,,,past,pass,,
candyamAna,cand,,,pres,pass,,
candya,cand,,,fut,pass,,
cednAna,cand,,,perf,atma,,
cednivas,cand,,,perf,para,,
canditum,cand,,,,,infinitive,
candya,cand,,,,,gerund,
Candayitum,Cand,,,,,infinitive,caus
Canditum,Cand,,,,,infinitive,
Candya,Cand,,,,,gerund,
canditvA,cand,,,,,gerund,
CandayitvA,Cand,,,,,gerund,caus
CanditvA,Cand,,,,,gerund,
caraRIya,car,,,fut,pass,,
carat,car,,1,pres,para,,
caramAna,car,,1,pres,atma,,
caritavat,car,,,past,active,,
caritavya,car,,,fut,pass,,
carita,car,,,past,pass,,
carizyat,car,,,fut,para,,
