verb,infinitve of purpose,past participle,active past participle,past passive participle,potential passive participle,root,stems,mode,voice,pos,modification
,,,,,,baMh,babaMhAna,perf,atma,,
,,,,,,baMh,bahyamAna,pres,pass,,
,,,,,,baMh,bAQavat,past,active,,
,,,,,,baMh,bAQa,past,pass,,
,,,,,,baMh,baMhayitum,,,infinitive,caus
,,,,,,baMh,baMhitum,,,infinitive,
,,,,,,baMh,baMhya,,,gerund,caus
,,,,,,baMh,bahya,,,gerund,
,,,,,,baMh,baMhayitvA,,,gerund,caus
,,,,,,baMh,bahitvA,,,gerund,
,,,,,,banD,badDavat,past,active,,
,,,,,,banD,badDa,past,pass,,
,,,,,,banD,baDnat,pres,para,,
,,,,,,banD,baDnAna,pres,atma,,
,,,,,,banD,baDyamAna,pres,pass,,
,,,,,,banD,bandDavya,fut,pass,,
,,,,,,banD,banDanIya,fut,pass,,
,,,,,,banD,banDanIya,fut,pass,,caus
,,,,,,banD,banDayat,pres,para,,caus
,,,,,,banD,banDayamAna,pres,atma,,caus
,,,,,,banD,banDayitavya,fut,pass,,caus
,,,,,,banD,banDayizyat,fut,para,,caus
,,,,,,banD,banDayizyamAna,fut,atma,,
,,,,,,banD,banDayizyamAna,fut,atma,,caus
,,,,,,banD,banDitavat,past,active,,caus
,,,,,,banD,banDitavya,fut,pass,,
,,,,,,banD,banDita,past,pass,,caus
,,,,,,banD,banDizyat,fut,para,,
,,,,,,banD,banDizyamAna,fut,atma,,
,,,,,,banD,banDyamAna,pres,pass,,caus
,,,,,,banD,banDya,fut,pass,,
,,,,,,banD,banDya,fut,pass,,caus
,,,,,,banD,babanDAna,perf,atma,,
,,,,,,banD,babanDvas,perf,para,,
,,,,,,Band,baBandAna,perf,atma,,
,,,,,,Band,baBandvas,perf,para,,
,,,,,,Band,Banttavya,fut,pass,,
,,,,,,Band,Bantsyat,fut,para,,
,,,,,,banD,Bantsyat,fut,para,,
,,,,,,Band,BantsyamAna,fut,atma,,
,,,,,,banD,BantsyamAna,fut,atma,,
,,,,,,Band,Bandat,pres,para,,
,,,,,,Band,BandanIya,fut,pass,,
,,,,,,Band,BandamAna,pres,atma,,
,,,,,,Band,Banditavat,past,active,,
,,,,,,Band,Bandita,past,pass,,
,,,,,,Band,BandyamAna,pres,pass,,
,,,,,,Band,Bandya,fut,pass,,
,,,,,,banD,baDya,,,gerund,
,,,,,,banD,bandDum,,,infinitive,
,,,,,,banD,banDayitum,,,infinitive,caus
,,,,,,banD,banDitum,,,infinitive,
,,,,,,banD,banDya,,,gerund,caus
,,,,,,Band,Banditum,,,infinitive,
,,,,,,Band,Bandya,,,gerund,
,,,,,,banD,banDayitvA,,,gerund,caus
,,,,,,banD,banDitvA,,,gerund,
,,,,,,Band,BanditvA,,,gerund,
,,,,,,BaR,baBaRAna,perf,atma,,
,,,,,,BaR,baBaRvas,perf,para,,
,,,,,,BaR,BaRat,pres,para,,
,,,,,,BaR,BaRanIya,fut,pass,,
,,,,,,BaR,BaRamAna,pres,atma,,
,,,,,,BaR,BaRitavat,past,active,,
,,,,,,BaR,BaRita,past,pass,,
,,,,,,BaR,BaRtavya,fut,pass,,
,,,,,,BaR,BaRyamAna,pres,pass,,
,,,,,,BaR,BaRya,fut,pass,,
,,,,,,BaR,BaRsyat,fut,para,,
,,,,,,BaR,BaRsyamAna,fut,atma,,
,,,,,,BaR,BaRitum,,,infinitive,
,,,,,,BaR,BaRya,,,gerund,
,,,,,,BaR,BaRitvA,,,gerund,
,,,,,,BaRq,baBaRqAna,perf,atma,,
,,,,,,BaRq,baBaRqvas,perf,para,,
,,,,,,BaRq,BaRwwavya,fut,pass,,
,,,,,,BaRq,BaRqat,pres,para,,
,,,,,,BaRq,BaRqanIya,fut,pass,,
,,,,,,BaRq,BaRqamAna,pres,atma,,
,,,,,,BaRq,BaRqitavat,past,active,,
,,,,,,BaRq,BaRqita,past,pass,,
,,,,,,BaRq,BaRqyamAna,pres,pass,,
,,,,,,BaRq,BaRqya,fut,pass,,
,,,,,,BaRq,BaRqsyat,fut,para,,
,,,,,,BaRq,BaRqsyamAna,fut,atma,,
,,,,,,BaRq,BaRqitum,,,infinitive,
,,,,,,BaRq,BaRqya,,,gerund,
,,,,,,BaRq,BaRqitvA,,,gerund,
,,,,,,Barts,baBartsAna,perf,atma,,
,,,,,,Barts,baBartsvas,perf,para,,
,,,,,,Barts,BartsanIya,fut,pass,,
,,,,,,Barts,Bartsayat,pres,para,,
,,,,,,Barts,BartsayamAna,pres,atma,,
,,,,,,Barts,Bartsayitavya,fut,pass,,
,,,,,,Barts,Bartsitavat,past,active,,
,,,,,,Barts,Bartsita,past,pass,,
,,,,,,Barts,Bartsyat,fut,para,,
,,,,,,Barts,BartsyamAna,fut,atma,,
,,,,,,Barts,BartsyamAna,pres,pass,,
,,,,,,Barts,Bartsya,fut,pass,,
,,,,,,Barts,Bartsayitum,,,infinitive,
,,,,,,Barts,Bartsya,,,gerund,
,,,,,,Barts,BartsayitvA,,,gerund,
,,,,,,Bas,baBasat,pres,para,,
,,,,,,Bas,baBasAna,pres,atma,,
,,,,,,Bas,baBasAna,perf,atma,,
,,,,,,Bas,baBasvas,perf,para,,
,,,,,,BAs,baBAsAna,perf,atma,,
,,,,,,BAs,baBAsvas,perf,para,,
,,,,,,Bas,BaHsyat,fut,para,,
,,,,,,Bas,BaHsyamAna,fut,atma,,
,,,,,,Bas,BasanIya,fut,pass,,
,,,,,,Bas,Basitavat,past,active,,
,,,,,,Bas,Basita,past,pass,,
,,,,,,Bas,Bastavya,fut,pass,,
,,,,,,Bas,BasyamAna,pres,pass,,
,,,,,,Bas,Basya,fut,pass,,
,,,,,,BAs,BAHsyat,fut,para,,
,,,,,,BAs,BAHsyamAna,fut,atma,,
,,,,,,BAs,BAsat,pres,para,,
,,,,,,BAs,BAsanIya,fut,pass,,
,,,,,,BAs,BAsanIya,fut,pass,,caus
,,,,,,BAs,BAsamAna,pres,atma,,
,,,,,,BAs,BAsayat,pres,para,,caus
,,,,,,BAs,BAsayamAna,pres,atma,,caus
,,,,,,BAs,BAsayitavya,fut,pass,,caus
,,,,,,BAs,BAsayizyat,fut,para,,caus
,,,,,,BAs,BAsayizyamAna,fut,atma,,
,,,,,,BAs,BAsayizyamAna,fut,atma,,caus
,,,,,,BAs,BAsitavat,past,active,,
,,,,,,BAs,BAsitavat,past,active,,caus
,,,,,,BAs,BAsita,past,pass,,
,,,,,,BAs,BAsita,past,pass,,caus
,,,,,,BAs,BAstavya,fut,pass,,
,,,,,,BAs,BAsyamAna,pres,pass,,
,,,,,,BAs,BAsyamAna,pres,pass,,caus
,,,,,,BAs,BAsya,fut,pass,,
,,,,,,BAs,BAsya,fut,pass,,caus
,,,,,,Bas,Basitum,,,infinitive,
,,,,,,Bas,Basya,,,gerund,
,,,,,,Bas,BasitvA,,,gerund,
,,,,,,BAs#1,BAsayitum,,,infinitive,caus
,,,,,,BAs#1,BAsitum,,,infinitive,
,,,,,,BAs#1,BAsya,,,gerund,
,,,,,,BAs#1,BAsayitvA,,,gerund,caus
,,,,,,BAs#1,BAsitvA,,,gerund,
,,,,,,BaYj,baBaYjAna,perf,atma,,
,,,,,,BaYj,baBaYjvas,perf,para,,
,,,,,,BaYj,Bagnavat,past,active,,
,,,,,,BaYj,Bagna,past,pass,,
,,,,,,BaYj,BaNktavya,fut,pass,,
,,,,,,BaYj,BaNkzyat,fut,para,,
,,,,,,BaYj,BaNkzyamAna,fut,atma,,
,,,,,,BaYj,BajyamAna,pres,pass,,
,,,,,,BaYj,BaYjat,pres,para,,
,,,,,,BaYj,BaYjanIya,fut,pass,,
,,,,,,BaYj,BaYjanIya,fut,pass,,caus
,,,,,,BaYj,BaYjayat,pres,para,,caus
,,,,,,BaYj,BaYjayamAna,pres,atma,,caus
,,,,,,BaYj,BaYjayitavya,fut,pass,,caus
,,,,,,BaYj,BaYjayizyat,fut,para,,caus
,,,,,,BaYj,BaYjayizyamAna,fut,atma,,
,,,,,,BaYj,BaYjayizyamAna,fut,atma,,caus
,,,,,,BaYj,BaYjAna,pres,atma,,
,,,,,,BaYj,BaYjitavat,past,active,,caus
,,,,,,BaYj,BaYjita,past,pass,,caus
,,,,,,BaYj,BaYjyamAna,pres,pass,,caus
,,,,,,BaYj,BaYjya,fut,pass,,
,,,,,,BaYj,BaYjya,fut,pass,,caus
,,,,,,BaYj,Bagya,,,gerund,
,,,,,,BaYj,BaNktum,,,infinitive,
,,,,,,BaYj,BaYjayitum,,,infinitive,caus
,,,,,,BaYj,BaYjya,,,gerund,caus
,,,,,,BaYj,BaktvA,,,gerund,
,,,,,,BaYj,BaYjayitvA,,,gerund,caus
,,,,,,Baz,baBazARa,perf,atma,,
,,,,,,Baz,baBazvas,perf,para,,
,,,,,,BAz,baBAzARa,perf,atma,,
,,,,,,BAz,baBAzvas,perf,para,,
,,,,,,Baz,Bakzyat,fut,para,,
,,,,,,Baz,BakzyamAna,fut,atma,,
,,,,,,Baz,BazaRIya,fut,pass,,
,,,,,,Baz,Bazat,pres,para,,
,,,,,,Baz,BazamAna,pres,atma,,
,,,,,,Baz,Bazwavat,past,active,,
,,,,,,Baz,Bazwavya,fut,pass,,
,,,,,,Baz,Bazwa,past,pass,,
,,,,,,Baz,BazyamAna,pres,pass,,
,,,,,,Baz,Bazya,fut,pass,,
,,,,,,BAz,BAkzyat,fut,para,,
,,,,,,BAz,BAkzyamAna,fut,atma,,
,,,,,,BAz,BAzaRIya,fut,pass,,
,,,,,,BAz,BAzat,pres,para,,
,,,,,,BAz,BAzamAna,pres,atma,,
,,,,,,BAz,BAzitavat,past,active,,
,,,,,,BAz,BAzita,past,pass,,
,,,,,,BAz,BAzwavya,fut,pass,,
,,,,,,BAz,BAzyamAna,pres,pass,,
,,,,,,BAz,BAzya,fut,pass,,
,,,,,,Baz,Bazwum,,,infinitive,
,,,,,,Baz,Bazya,,,gerund,
,,,,,,BAz,BAzitum,,,infinitive,
,,,,,,BAz,BAzwum,,,infinitive,
,,,,,,BAz,BAzya,,,gerund,
,,,,,,Baz,BazwvA,,,gerund,
,,,,,,BAz,BAzitvA,,,gerund,
,,,,,,bAzpa,bAzpAyitum,,,infinitive,
,,,,,,bAzpa,bAzpya,,,gerund,
,,,,,,bAzpa,bAzpAyitvA,,,gerund,
,,,,,,Bf,baBfvas,perf,para,,
,,,,,,Bf,baBrARa,perf,atma,,
,,,,,,Bf,biBrat,pres,para,,
,,,,,,Bf,biBrARa,pres,atma,,
,,,,,,Bf,BaraRIya,fut,pass,,
,,,,,,Bf,Barat,pres,para,,
,,,,,,Bf,BaramAna,pres,atma,,
,,,,,,Bf,Barizyat,fut,para,,
,,,,,,Bf,BarizyamAna,fut,atma,,
,,,,,,Bf,Bartavya,fut,pass,,
,,,,,,Bf,BAraRIya,fut,pass,,caus
,,,,,,Bf,BArayat,pres,para,,caus
,,,,,,Bf,BArayamAna,pres,atma,,caus
,,,,,,Bf,BArayitavya,fut,pass,,caus
,,,,,,Bf,BArayizyat,fut,para,,caus
,,,,,,Bf,BArayizyamAna,fut,atma,,
,,,,,,Bf,BArayizyamAna,fut,atma,,caus
,,,,,,Bf,BAritavat,past,active,,caus
,,,,,,Bf,BArita,past,pass,,caus
,,,,,,Bf,BAryamAna,pres,pass,,caus
,,,,,,Bf,BArya,fut,pass,,
,,,,,,Bf,BArya,fut,pass,,caus
,,,,,,Bf,Bftavat,past,active,,
,,,,,,Bf,Bfta,past,pass,,
,,,,,,Bf,Bftya,fut,pass,,
,,,,,,Bf,BriyamAna,pres,pass,,
,,,,,,Bf,Bartum,,,infinitive,
,,,,,,Bf,BArayitum,,,infinitive,caus
,,,,,,Bf,BArya,,,gerund,caus
,,,,,,Bf,Bftya,,,gerund,
,,,,,,Bf,BArayitvA,,,gerund,caus
,,,,,,Bf,BftvA,,,gerund,
,,,,,,bfh,babfhARa,perf,atma,,
,,,,,,bfh,babfhARa,perf,atma,,
,,,,,,bfh,babfhvas,perf,para,,
,,,,,,bfh,babfhvas,perf,para,,
,,,,,,bfh,barQavya,fut,pass,,
,,,,,,bfh,barQavya,fut,pass,,
,,,,,,bfh,barhaRIya,fut,pass,,
,,,,,,bfh,barhaRIya,fut,pass,,
,,,,,,bfh,bfMhaRIya,fut,pass,,caus
,,,,,,bfh,bfMhat,pres,para,,
,,,,,,bfh,bfMhamAna,pres,atma,,
,,,,,,bfh,bfMhayat,pres,para,,caus
,,,,,,bfh,bfMhayamAna,pres,atma,,caus
,,,,,,bfh,bfMhayitavya,fut,pass,,caus
,,,,,,bfh,bfMhayizyat,fut,para,,caus
,,,,,,bfh,bfMhayizyamAna,fut,atma,,
,,,,,,bfh,bfMhayizyamAna,fut,atma,,caus
,,,,,,bfh,bfMhitavat,past,active,,
,,,,,,bfh,bfMhitavat,past,active,,caus
,,,,,,bfh,bfMhita,past,pass,,
,,,,,,bfh,bfMhita,past,pass,,caus
,,,,,,bfh,bfMhyamAna,pres,pass,,caus
,,,,,,bfh,bfMhya,fut,pass,,caus
,,,,,,bfh,bfQavat,past,active,,
,,,,,,bfh,bfQa,past,pass,,
,,,,,,bfh,bfhat,pres,para,,
,,,,,,bfh,bfhamAna,pres,atma,,
,,,,,,bfh,bfhyamAna,pres,pass,,
,,,,,,bfh,bfhyamAna,pres,pass,,
,,,,,,bfh,bfhya,fut,pass,,
,,,,,,bfh,bfhya,fut,pass,,
,,,,,,bfh,Barkzyat,fut,para,,
,,,,,,bfh,Barkzyat,fut,para,,
,,,,,,bfh,BarkzyamAna,fut,atma,,
,,,,,,bfh,BarkzyamAna,fut,atma,,
,,,,,,bfh#1,barhitum,,,infinitive,
,,,,,,bfh#1,bfMhayitum,,,infinitive,caus
,,,,,,bfh#1,bfMhya,,,gerund,caus
,,,,,,bfh#1,bfhya,,,gerund,
,,,,,,bfh#1,bfMhayitvA,,,gerund,caus
,,,,,,bfh#1,bfQvA,,,gerund,
,,,,,,bfh#2,barhitum,,,infinitive,
,,,,,,bfh#2,bfhya,,,gerund,
,,,,,,bfh#2,barhitvA,,,gerund,
,,,,,,bfh#2,bfQvA,,,gerund,
,,,,,,Bfjj,Barzwum,,,infinitive,
,,,,,,Bfjj,Bfjya,,,gerund,
,,,,,,Bfjj,Brazwum,,,infinitive,
,,,,,,Bfjj,BfzwvA,,,gerund,
,,,,,,BfSa,BfSAyitum,,,infinitive,
,,,,,,BfSa,BfSya,,,gerund,
,,,,,,BfSa,BfSAyitvA,,,gerund,
,,,,,,BI,biBIvas,perf,para,,
,,,,,,BI,biByat,pres,para,,
,,,,,,BI,biByAna,pres,atma,,
,,,,,,BI,biByAna,perf,atma,,
,,,,,,BI,BayanIya,fut,pass,,
,,,,,,BI,BAyanIya,fut,pass,,caus
,,,,,,BI,BAyayat,pres,para,,caus
,,,,,,BI,BAyayamAna,pres,atma,,caus
,,,,,,BI,BAyayitavya,fut,pass,,caus
,,,,,,BI,BAyayizyat,fut,para,,caus
,,,,,,BI,BAyayizyamAna,fut,atma,,
,,,,,,BI,BAyayizyamAna,fut,atma,,caus
,,,,,,BI,BAyitavat,past,active,,caus
,,,,,,BI,BAyita,past,pass,,caus
,,,,,,BI,BAyyamAna,pres,pass,,caus
,,,,,,BI,BAyya,fut,pass,,caus
,,,,,,BI,BItavat,past,active,,
,,,,,,BI,BIta,past,pass,,
,,,,,,BI,BIyamAna,pres,pass,,
,,,,,,BI,BIzaRIya,fut,pass,,caus
,,,,,,BI,BIzayat,pres,para,,caus
,,,,,,BI,BIzayamAna,pres,atma,,caus
,,,,,,BI,BIzayitavya,fut,pass,,caus
,,,,,,BI,BIzayizyat,fut,para,,caus
,,,,,,BI,BIzayizyamAna,fut,atma,,
,,,,,,BI,BIzayizyamAna,fut,atma,,caus
,,,,,,BI,BIzitavat,past,active,,caus
,,,,,,BI,BIzita,past,pass,,caus
,,,,,,BI,BIzyamAna,pres,pass,,caus
,,,,,,BI,BIzya,fut,pass,,caus
,,,,,,BI,Betavya,fut,pass,,
,,,,,,BI,Beya,fut,pass,,
,,,,,,BI,Bezyat,fut,para,,
,,,,,,BI,BezyamAna,fut,atma,,
,,,,,,BI#1,BAyayitum,,,infinitive,caus
,,,,,,BI#1,BAyya,,,gerund,caus
,,,,,,BI#1,BIya,,,gerund,
,,,,,,BI#1,BIzayitum,,,infinitive,caus
,,,,,,BI#1,BIzya,,,gerund,caus
,,,,,,BI#1,Betum,,,infinitive,
,,,,,,BI#1,BAyayitvA,,,gerund,caus
,,,,,,BI#1,BItvA,,,gerund,
,,,,,,BI#1,BIzayitvA,,,gerund,caus
,,,,,,Bid,biBidAna,perf,atma,,
,,,,,,Bid,biBidvas,perf,para,,
,,,,,,Bid,BidyamAna,pres,pass,,
,,,,,,Bid,Bindat,pres,para,,
,,,,,,Bid,BindAna,pres,atma,,
,,,,,,Bid,Binnavat,past,active,,
,,,,,,Bid,Binna,past,pass,,
,,,,,,Bid,Bettavya,fut,pass,,
,,,,,,Bid,Betsyat,fut,para,,
,,,,,,Bid,BetsyamAna,fut,atma,,
,,,,,,Bid,BedanIya,fut,pass,,
,,,,,,Bid,Bedya,fut,pass,,
,,,,,,Bid#1,Bidya,,,gerund,
,,,,,,Bid#1,Bettum,,,infinitive,
,,,,,,Bid#1,Bedayitum,,,infinitive,caus
,,,,,,Bid#1,Bedya,,,gerund,caus
,,,,,,Bid#1,BittvA,,,gerund,
,,,,,,Bid#1,BedayitvA,,,gerund,caus
,,,,,,Bizaj,Bizajyitum,,,infinitive,
,,,,,,Bizaj,Bizaya,,,gerund,
,,,,,,Bizaj,BizajyitvA,,,gerund,
,,,,,,BrAj,baBrAjAna,perf,atma,,
,,,,,,BrAj,baBrAjvas,perf,para,,
,,,,,,BrAj,BrAkzyat,fut,para,,
,,,,,,BrAj,BrAkzyamAna,fut,atma,,
,,,,,,BrAj,BrAjat,pres,para,,
,,,,,,BrAj,BrAjanIya,fut,pass,,
,,,,,,BrAj,BrAjanIya,fut,pass,,caus
,,,,,,BrAj,BrAjamAna,pres,atma,,
,,,,,,BrAj,BrAjayat,pres,para,,caus
,,,,,,BrAj,BrAjayamAna,pres,atma,,caus
,,,,,,BrAj,BrAjayitavya,fut,pass,,caus
,,,,,,BrAj,BrAjayizyat,fut,para,,caus
,,,,,,BrAj,BrAjayizyamAna,fut,atma,,
,,,,,,BrAj,BrAjayizyamAna,fut,atma,,caus
,,,,,,BrAj,BrAjitavat,past,active,,caus
,,,,,,BrAj,BrAjita,past,pass,,caus
,,,,,,BrAj,BrAjyamAna,pres,pass,,
,,,,,,BrAj,BrAjyamAna,pres,pass,,caus
,,,,,,BrAj,BrAjya,fut,pass,,
,,,,,,BrAj,BrAjya,fut,pass,,caus
,,,,,,BrAj,BrAzwavat,past,active,,
,,,,,,BrAj,BrAzwavya,fut,pass,,
,,,,,,BrAj,BrAzwa,past,pass,,
,,,,,,BrAj,BrAjayitum,,,infinitive,caus
,,,,,,BrAj,BrAjitum,,,infinitive,
,,,,,,BrAj,BrAjya,,,gerund,
,,,,,,BrAj,BrAjayitvA,,,gerund,caus
,,,,,,BrAj,BrAjitvA,,,gerund,
,,,,,,Bram,baBraRvas,perf,para,,
,,,,,,Bram,baBramARa,perf,atma,,
,,,,,,Bram,BraMsyat,fut,para,,
,,,,,,Bram,BraMsyamAna,fut,atma,,
,,,,,,Bram,Brantavya,fut,pass,,
,,,,,,Bram,BramaRIya,fut,pass,,
,,,,,,Bram,Bramat,pres,para,,
,,,,,,Bram,BramamAna,pres,atma,,
,,,,,,Bram,BramyamAna,pres,pass,,
,,,,,,Bram,Bramya,fut,pass,,
,,,,,,Bram,BrAntavat,past,active,,
,,,,,,Bram,BrAnta,past,pass,,
,,,,,,Bram,BrAmaRIya,fut,pass,,caus
,,,,,,Bram,BrAmayat,pres,para,,caus
,,,,,,Bram,BrAmayamAna,pres,atma,,caus
,,,,,,Bram,BrAmayitavya,fut,pass,,caus
,,,,,,Bram,BrAmayizyat,fut,para,,caus
,,,,,,Bram,BrAmayizyamAna,fut,atma,,
,,,,,,Bram,BrAmayizyamAna,fut,atma,,caus
,,,,,,Bram,BrAmitavat,past,active,,caus
,,,,,,Bram,BrAmita,past,pass,,caus
,,,,,,Bram,BrAmyat,pres,para,,
,,,,,,Bram,BrAmyamAna,pres,atma,,
,,,,,,Bram,BrAmyamAna,pres,pass,,caus
,,,,,,Bram,BrAmya,fut,pass,,caus
,,,,,,Bram,Bramitum,,,infinitive,
,,,,,,Bram,BrARya,,,gerund,
,,,,,,Bram,BrAmayitum,,,infinitive,caus
,,,,,,Bram,BrAmya,,,gerund,caus
,,,,,,Bram,BramitvA,,,gerund,
,,,,,,Bram,BrAntvA,,,gerund,
,,,,,,Bram,BrAmayitvA,,,gerund,caus
,,,,,,BraMS,baBraMSAna,perf,atma,,
,,,,,,BraMS,baBraMSvas,perf,para,,
,,,,,,BraMS,BraMkzyat,fut,para,,
,,,,,,BraMS,BraMkzyamAna,fut,atma,,
,,,,,,BraMS,BraMSat,pres,para,,
,,,,,,BraMS,BraMSanIya,fut,pass,,
,,,,,,BraMS,BraMSanIya,fut,pass,,caus
,,,,,,BraMS,BraMSamAna,pres,atma,,
,,,,,,BraMS,BraMSayat,pres,para,,caus
,,,,,,BraMS,BraMSayamAna,pres,atma,,caus
,,,,,,BraMS,BraMSayitavya,fut,pass,,caus
,,,,,,BraMS,BraMSayizyat,fut,para,,caus
,,,,,,BraMS,BraMSayizyamAna,fut,atma,,
,,,,,,BraMS,BraMSayizyamAna,fut,atma,,caus
,,,,,,BraMS,BraMSitavat,past,active,,caus
,,,,,,BraMS,BraMSita,past,pass,,caus
,,,,,,BraMS,BraMSyamAna,pres,pass,,caus
,,,,,,BraMS,BraMSya,fut,pass,,
,,,,,,BraMS,BraMSya,fut,pass,,caus
,,,,,,BraMS,BraMzwavya,fut,pass,,
,,,,,,BraMS,BraSyat,pres,para,,
,,,,,,BraMS,BraSyamAna,pres,atma,,
,,,,,,BraMS,BraSyamAna,pres,pass,,
,,,,,,BraMS,Brazwavat,past,active,,
,,,,,,BraMS,Brazwa,past,pass,,
,,,,,,BraMS,BraMSayitum,,,infinitive,caus
,,,,,,BraMS,BraMSitum,,,infinitive,
,,,,,,BraMS,BraMSya,,,gerund,caus
,,,,,,BraMS,BraSya,,,gerund,
,,,,,,BraMS,BraMSayitvA,,,gerund,caus
,,,,,,BraMS,BraMSitvA,,,gerund,
,,,,,,BraMS,BrazwvA,,,gerund,
,,,,,,brU,bubrUvas,perf,para,,
,,,,,,brU,bubrvARa,perf,atma,,
,,,,,,brU,bravaRIya,fut,pass,,
,,,,,,brU,bravitavya,fut,pass,,
,,,,,,brU,bravizyat,fut,para,,
,,,,,,brU,bravizyamAna,fut,atma,,
,,,,,,brU,bruvat,pres,para,,
,,,,,,brU,bruvat,pres,para,,
,,,,,,brU,bruvamAna,pres,atma,,
,,,,,,brU,bruvARa,pres,atma,,
,,,,,,brU,brUtavat,past,active,,
,,,,,,brU,brUta,past,pass,,
,,,,,,brU,brUyamAna,pres,pass,,
,,,,,,brU,broya,fut,pass,,
to exist,,,,,should / would be existed,BU,Bavitavya,,pass,potential,
to exist,,,existed,,,BU,BUtavat,past,active,,
to exist,,,,existed,,BU,BUta,past,pass,,
to exist,for existing/ to exist,,,,,BU#1,BAvitum,,,infinitive,caus
to exist,,existing,,,,BU#1,BUtvA,,,gerund,
to be,,,,,should / would been,BU,Bavitavya,,pass,potential,
to be,,,been,,,BU,BUtavat,past,active,,
to be,,,,been,,BU,BUta,past,pass,,
to be,for being/ to be,,,,,BU#1,BAvitum,,,infinitive,caus
to be,,being,,,,BU#1,BUtvA,,,gerund,
to happen,,,,,should / would be happened,BU,Bavitavya,,pass,potential,
to happen,,,happened,,,BU,BUtavat,past,active,,
to happen,,,,happened,,BU,BUta,past,pass,,
to happen,for happening/ to happen,,,,,BU#1,BAvitum,,,infinitive,caus
to happen,,happening,,,,BU#1,BUtvA,,,gerund,
to become,,,,,should / would be become,BU,Bavitavya,,pass,potential,
to become,,,became,,,BU,BUtavat,past,active,,
to become,,,,become,,BU,BUta,past,pass,,
to become,for becoming / to become,,,,,BU#1,BAvitum,,,infinitive,caus
to become,,becoming,,,,BU#1,BUtvA,,,gerund,
,,,,,,buD,budDavat,past,active,,
,,,,,,buD,budDa,past,pass,,
,,,,,,buD,buDyat,pres,para,,
,,,,,,buD,buDyamAna,pres,atma,,
,,,,,,buD,buDyamAna,pres,pass,,
,,,,,,buD,bubuDAna,perf,atma,,
,,,,,,buD,bubuDvas,perf,para,,
,,,,,,buD,bubuButsAna,perf,atma,,desid
,,,,,,buD,bubuButsvas,perf,para,,desid
,,,,,,buD,buButsat,pres,para,,desid
,,,,,,buD,buButsanIya,fut,pass,,desid
,,,,,,buD,buButsamAna,pres,atma,,desid
,,,,,,buD,buButsitavat,past,active,,desid
,,,,,,buD,buButsita,past,pass,,desid
,,,,,,buD,bodDavya,fut,pass,,
,,,,,,buD,boDat,pres,para,,
,,,,,,buD,boDanIya,fut,pass,,
,,,,,,buD,boDanIya,fut,pass,,caus
,,,,,,buD,boDamAna,pres,atma,,
,,,,,,buD,boDayat,pres,para,,caus
,,,,,,buD,boDayamAna,pres,atma,,caus
,,,,,,buD,boDayitavya,fut,pass,,caus
,,,,,,buD,boDayizyat,fut,para,,caus
,,,,,,buD,boDayizyamAna,fut,atma,,
,,,,,,buD,boDayizyamAna,fut,atma,,caus
,,,,,,buD,boDitavat,past,active,,caus
,,,,,,buD,boDita,past,pass,,caus
,,,,,,buD,boDyamAna,pres,pass,,caus
,,,,,,buD,boDya,fut,pass,,
,,,,,,buD,boDya,fut,pass,,caus
,,,,,,buD,boBuDat,pres,para,,intens
,,,,,,buD,Botsyat,fut,para,,
,,,,,,buD,BotsyamAna,fut,atma,,
,,,,,,buD#1,buDya,,,gerund,
,,,,,,buD#1,buButsitum,,,infinitive,desid
,,,,,,buD#1,buButsya,,,gerund,desid
,,,,,,buD#1,buBodizitum,,,infinitive,desid
,,,,,,buD#1,buBodizya,,,gerund,desid
,,,,,,buD#1,buBoDizitum,,,infinitive,desid
,,,,,,buD#1,buBoDizya,,,gerund,desid
,,,,,,buD#1,bodDum,,,infinitive,
,,,,,,buD#1,boDayitum,,,infinitive,caus
,,,,,,buD#1,boDya,,,gerund,caus
,,,,,,buD#1,budDvA,,,gerund,
,,,,,,buD#1,buButsitvA,,,gerund,desid
,,,,,,buD#1,buBodizitvA,,,gerund,desid
,,,,,,buD#1,buBoDizitvA,,,gerund,desid
,,,,,,buD#1,boDayitvA,,,gerund,caus
,,,,,,Buj,bubuBukzvas,perf,para,,desid
,,,,,,Buj,buBukzaRIya,fut,pass,,desid
,,,,,,Buj,buBukzat,pres,para,,desid
,,,,,,Buj,buBukzitavat,past,active,,desid
,,,,,,Buj,buBukzita,past,pass,,desid
,,,,,,Buj,buBujAna,perf,atma,,
,,,,,,Buj,buBujvas,perf,para,,
,,,,,,Buj,buBujvas,perf,para,,
,,,,,,Buj,Buktavat,past,active,,
,,,,,,Buj,Bukta,past,pass,,
,,,,,,Buj,Bugnavat,past,active,,
,,,,,,Buj,Bugna,past,pass,,
,,,,,,Buj,Bujat,pres,para,,
,,,,,,Buj,BujyamAna,pres,pass,,
,,,,,,Buj,BujyamAna,pres,pass,,
,,,,,,Buj,BuYjat,pres,para,,
,,,,,,Buj,BuYjAna,pres,atma,,
,,,,,,Buj,BuYjApanIya,fut,pass,,caus
,,,,,,Buj,BuYjApayat,pres,para,,caus
,,,,,,Buj,BuYjApayamAna,pres,atma,,caus
,,,,,,Buj,BuYjApayitavya,fut,pass,,caus
,,,,,,Buj,BuYjApayizyat,fut,para,,caus
,,,,,,Buj,BuYjApayizyamAna,fut,atma,,
