form,root,hom,class,person,number,mode,voice,modification
akuYcata,kuc,,1,3,s,ipft,atma,
akuYcatam,kuc,,1,2,d,ipft,para,
akuYcatAm,kuc,,1,3,d,ipft,para,
akuYcaTAs,kuc,,1,2,s,ipft,atma,
akuYcaDvam,kuc,,1,2,p,ipft,atma,
akuYcan,kuc,,1,3,p,ipft,para,
akuYcanta,kuc,,1,3,p,ipft,atma,
akuYcam,kuc,,1,1,s,ipft,para,
akuYcayat,kuc,,,3,s,ipft,para,caus
akuYcayata,kuc,,,3,s,ipft,atma,caus
akuYcayatam,kuc,,,2,d,ipft,para,caus
akuYcayatAm,kuc,,,3,d,ipft,para,caus
akuYcayaTAs,kuc,,,2,s,ipft,atma,caus
akuYcayaDvam,kuc,,,2,p,ipft,atma,caus
akuYcayan,kuc,,,3,p,ipft,para,caus
akuYcayanta,kuc,,,3,p,ipft,atma,caus
akuYcayam,kuc,,,1,s,ipft,para,caus
akuYcayas,kuc,,,2,s,ipft,para,caus
akuYcayAma,kuc,,,1,p,ipft,para,caus
akuYcayAmahi,kuc,,,1,p,ipft,atma,caus
akuYcayAva,kuc,,,1,d,ipft,para,caus
akuYcayAvahi,kuc,,,1,d,ipft,atma,caus
akuYcaye,kuc,,,1,s,ipft,atma,caus
akuYcayetAm,kuc,,,3,d,ipft,atma,caus
akuYcayeTAm,kuc,,,2,d,ipft,atma,caus
akuYcas,kuc,,1,2,s,ipft,para,
akuYcAma,kuc,,1,1,p,ipft,para,
akuYcAmahi,kuc,,1,1,p,ipft,atma,
akuYcAva,kuc,,1,1,d,ipft,para,
akuYcAvahi,kuc,,1,1,d,ipft,atma,
akuYce,kuc,,1,1,s,ipft,atma,
akuYcetAm,kuc,,1,3,d,ipft,atma,
akuYceTAm,kuc,,1,2,d,ipft,atma,
akuYcyata,kuc,,,3,s,ipft,pass,caus
akuYcyaTAs,kuc,,,2,s,ipft,pass,caus
akuYcyaDvam,kuc,,,2,p,ipft,pass,caus
akuYcyanta,kuc,,,3,p,ipft,pass,caus
akuYcyAmahi,kuc,,,1,p,ipft,pass,caus
akuYcyAvahi,kuc,,,1,d,ipft,pass,caus
akuYcye,kuc,,,1,s,ipft,pass,caus
akuYcyetAm,kuc,,,3,d,ipft,pass,caus
akuYcyeTAm,kuc,,,2,d,ipft,pass,caus
akuwat,kuw,,6,3,s,ipft,para,
akuwata,kuw,,6,2,p,ipft,para,
akuwatam,kuw,,6,2,d,ipft,para,
akuwatAm,kuw,,6,3,d,ipft,para,
akuwan,kuw,,6,3,p,ipft,para,
akuwam,kuw,,6,1,s,ipft,para,
akuwas,kuw,,6,2,s,ipft,para,
akuwAma,kuw,,6,1,p,ipft,para,
akuwAva,kuw,,6,1,d,ipft,para,
akuwyata,kuw,,,3,s,ipft,pass,
akuwyaTAs,kuw,,,2,s,ipft,pass,
akuwyaDvam,kuw,,,2,p,ipft,pass,
akuwyanta,kuw,,,3,p,ipft,pass,
akuwyAmahi,kuw,,,1,p,ipft,pass,
akuwyAvahi,kuw,,,1,d,ipft,pass,
akuwye,kuw,,,1,s,ipft,pass,
akuwyetAm,kuw,,,3,d,ipft,pass,
akuwyeTAm,kuw,,,2,d,ipft,pass,
akuRWat,kuRW,,1,3,s,ipft,para,
akuRWata,kuRW,,1,3,s,ipft,atma,
akuRWatam,kuRW,,1,2,d,ipft,para,
akuRWatAm,kuRW,,1,3,d,ipft,para,
akuRWaTAs,kuRW,,1,2,s,ipft,atma,
akuRWaDvam,kuRW,,1,2,p,ipft,atma,
akuRWan,kuRW,,1,3,p,ipft,para,
akuRWanta,kuRW,,1,3,p,ipft,atma,
akuRWam,kuRW,,1,1,s,ipft,para,
akuRWas,kuRW,,1,2,s,ipft,para,
akuRWAma,kuRW,,1,1,p,ipft,para,
akuRWAmahi,kuRW,,1,1,p,ipft,atma,
akuRWAva,kuRW,,1,1,d,ipft,para,
akuRWAvahi,kuRW,,1,1,d,ipft,atma,
akuRWe,kuRW,,1,1,s,ipft,atma,
akuRWetAm,kuRW,,1,3,d,ipft,atma,
akuRWeTAm,kuRW,,1,2,d,ipft,atma,
akuRWyata,kuRW,,,3,s,ipft,pass,
akuRWyaTAs,kuRW,,,2,s,ipft,pass,
akuRWyaDvam,kuRW,,,2,p,ipft,pass,
akuRWyanta,kuRW,,,3,p,ipft,pass,
akuRWyAmahi,kuRW,,,1,p,ipft,pass,
akuRWyAvahi,kuRW,,,1,d,ipft,pass,
akuRWye,kuRW,,,1,s,ipft,pass,
akuRWyetAm,kuRW,,,3,d,ipft,pass,
akuRWyeTAm,kuRW,,,2,d,ipft,pass,
akuRqat,kuRq,,1,3,s,ipft,para,
akuRqata,kuRq,,1,3,s,ipft,atma,
akuRqatam,kuRq,,1,2,d,ipft,para,
akuRqatAm,kuRq,,1,3,d,ipft,para,
akuRqaTAs,kuRq,,1,2,s,ipft,atma,
akuRqaDvam,kuRq,,1,2,p,ipft,atma,
akuRqan,kuRq,,1,3,p,ipft,para,
akuRqanta,kuRq,,1,3,p,ipft,atma,
akuRqam,kuRq,,1,1,s,ipft,para,
akuRqayat,kuRq,,,3,s,ipft,para,caus
akuRqayata,kuRq,,,3,s,ipft,atma,caus
akuRqayatam,kuRq,,,2,d,ipft,para,caus
akuRqayatAm,kuRq,,,3,d,ipft,para,caus
akuRqayaTAs,kuRq,,,2,s,ipft,atma,caus
akuRqayaDvam,kuRq,,,2,p,ipft,atma,caus
akuRqayan,kuRq,,,3,p,ipft,para,caus
akuRqayanta,kuRq,,,3,p,ipft,atma,caus
akuRqayam,kuRq,,,1,s,ipft,para,caus
akuRqayas,kuRq,,,2,s,ipft,para,caus
akuRqayAma,kuRq,,,1,p,ipft,para,caus
akuRqayAmahi,kuRq,,,1,p,ipft,atma,caus
akuRqayAva,kuRq,,,1,d,ipft,para,caus
akuRqayAvahi,kuRq,,,1,d,ipft,atma,caus
akuRqaye,kuRq,,,1,s,ipft,atma,caus
akuRqayetAm,kuRq,,,3,d,ipft,atma,caus
akuRqayeTAm,kuRq,,,2,d,ipft,atma,caus
akuRqas,kuRq,,1,2,s,ipft,para,
akuRqAma,kuRq,,1,1,p,ipft,para,
akuRqAmahi,kuRq,,1,1,p,ipft,atma,
akuRqAva,kuRq,,1,1,d,ipft,para,
akuRqAvahi,kuRq,,1,1,d,ipft,atma,
akuRqe,kuRq,,1,1,s,ipft,atma,
akuRqetAm,kuRq,,1,3,d,ipft,atma,
akuRqeTAm,kuRq,,1,2,d,ipft,atma,
akuRqyata,kuRq,,,3,s,ipft,pass,
akuRqyaTAs,kuRq,,,2,s,ipft,pass,
akuRqyaDvam,kuRq,,,2,p,ipft,pass,
akuRqyanta,kuRq,,,3,p,ipft,pass,
akuRqyAmahi,kuRq,,,1,p,ipft,pass,
akuRqyAvahi,kuRq,,,1,d,ipft,pass,
akuRqye,kuRq,,,1,s,ipft,pass,
akuRqyetAm,kuRq,,,3,d,ipft,pass,
akuRqyeTAm,kuRq,,,2,d,ipft,pass,
akutsat,kuts,,1,3,s,ipft,para,
akutsata,kuts,,1,3,s,ipft,atma,
akutsatam,kuts,,1,2,d,ipft,para,
akutsatAm,kuts,,1,3,d,ipft,para,
akutsaTAs,kuts,,1,2,s,ipft,atma,
akutsaDvam,kuts,,1,2,p,ipft,atma,
akutsan,kuts,,1,3,p,ipft,para,
akutsanta,kuts,,1,3,p,ipft,atma,
akutsam,kuts,,1,1,s,ipft,para,
akutsayat,kuts,,10,3,s,ipft,para,
akutsayata,kuts,,10,3,s,ipft,atma,
akutsayatam,kuts,,10,2,d,ipft,para,
akutsayatAm,kuts,,10,3,d,ipft,para,
akutsayaTAs,kuts,,10,2,s,ipft,atma,
akutsayaDvam,kuts,,10,2,p,ipft,atma,
akutsayan,kuts,,10,3,p,ipft,para,
akutsayanta,kuts,,10,3,p,ipft,atma,
akutsayam,kuts,,10,1,s,ipft,para,
akutsayas,kuts,,10,2,s,ipft,para,
akutsayAma,kuts,,10,1,p,ipft,para,
akutsayAmahi,kuts,,10,1,p,ipft,atma,
akutsayAva,kuts,,10,1,d,ipft,para,
akutsayAvahi,kuts,,10,1,d,ipft,atma,
akutsaye,kuts,,10,1,s,ipft,atma,
akutsayetAm,kuts,,10,3,d,ipft,atma,
akutsayeTAm,kuts,,10,2,d,ipft,atma,
akutsas,kuts,,1,2,s,ipft,para,
akutsAma,kuts,,1,1,p,ipft,para,
akutsAmahi,kuts,,1,1,p,ipft,atma,
akutsAva,kuts,,1,1,d,ipft,para,
akutsAvahi,kuts,,1,1,d,ipft,atma,
akutse,kuts,,1,1,s,ipft,atma,
akutsetAm,kuts,,1,3,d,ipft,atma,
akutseTAm,kuts,,1,2,d,ipft,atma,
akutsyata,kuts,,,3,s,ipft,pass,
akutsyaTAs,kuts,,,2,s,ipft,pass,
akutsyaDvam,kuts,,,2,p,ipft,pass,
akutsyanta,kuts,,,3,p,ipft,pass,
akutsyAmahi,kuts,,,1,p,ipft,pass,
akutsyAvahi,kuts,,,1,d,ipft,pass,
akutsye,kuts,,,1,s,ipft,pass,
akutsyetAm,kuts,,,3,d,ipft,pass,
akutsyeTAm,kuts,,,2,d,ipft,pass,
akunTat,kunT,,1,3,s,ipft,para,
akunTata,kunT,,1,2,p,ipft,para,
akunTatam,kunT,,1,2,d,ipft,para,
akunTatAm,kunT,,1,3,d,ipft,para,
akunTan,kunT,,1,3,p,ipft,para,
akunTam,kunT,,1,1,s,ipft,para,
akunTas,kunT,,1,2,s,ipft,para,
akunTAma,kunT,,1,1,p,ipft,para,
akunTAva,kunT,,1,1,d,ipft,para,
akunTyata,kunT,,,3,s,ipft,pass,
akunTyaTAs,kunT,,,2,s,ipft,pass,
akunTyaDvam,kunT,,,2,p,ipft,pass,
akunTyanta,kunT,,,3,p,ipft,pass,
akunTyAmahi,kunT,,,1,p,ipft,pass,
akunTyAvahi,kunT,,,1,d,ipft,pass,
akunTye,kunT,,,1,s,ipft,pass,
akunTyetAm,kunT,,,3,d,ipft,pass,
akunTyeTAm,kunT,,,2,d,ipft,pass,
akupyat,kup,1,4,3,s,ipft,para,
akupyata,kup,1,,3,s,ipft,pass,
akupyatam,kup,1,4,2,d,ipft,para,
akupyatAm,kup,1,4,3,d,ipft,para,
akupyaTAs,kup,1,,2,s,ipft,pass,
akupyaDvam,kup,1,,2,p,ipft,pass,
akupyan,kup,1,4,3,p,ipft,para,
akupyanta,kup,1,,3,p,ipft,pass,
akupyam,kup,1,4,1,s,ipft,para,
akupyas,kup,1,4,2,s,ipft,para,
akupyAma,kup,1,4,1,p,ipft,para,
akupyAmahi,kup,1,,1,p,ipft,pass,
akupyAva,kup,1,4,1,d,ipft,para,
akupyAvahi,kup,1,,1,d,ipft,pass,
akupye,kup,1,,1,s,ipft,pass,
akupyetAm,kup,1,,3,d,ipft,pass,
akupyeTAm,kup,1,,2,d,ipft,pass,
akuruta,kf,1,8,3,s,ipft,atma,
akurutam,kf,1,8,2,d,ipft,para,
akurutAm,kf,1,8,3,d,ipft,para,
akuruTAs,kf,1,8,2,s,ipft,atma,
akuruDvam,kf,1,8,2,p,ipft,atma,
akurma,kf,1,8,1,p,ipft,para,
akurmahi,kf,1,8,1,p,ipft,atma,
akurva,kf,1,8,1,d,ipft,para,
akurvata,kf,1,8,3,p,ipft,atma,
akurvan,kf,1,8,3,p,ipft,para,
akurvahi,kf,1,8,1,d,ipft,atma,
akurvAtAm,kf,1,8,3,d,ipft,atma,
akurvATAm,kf,1,8,2,d,ipft,atma,
akurvi,kf,1,8,1,s,ipft,atma,
akulyata,kul,,,3,s,ipft,pass,
akulyaTAs,kul,,,2,s,ipft,pass,
akulyaDvam,kul,,,2,p,ipft,pass,
akulyanta,kul,,,3,p,ipft,pass,
akulyAmahi,kul,,,1,p,ipft,pass,
akulyAvahi,kul,,,1,d,ipft,pass,
akulye,kul,,,1,s,ipft,pass,
akulyetAm,kul,,,3,d,ipft,pass,
akulyeTAm,kul,,,2,d,ipft,pass,
akuvata,kU,1,6,3,s,ipft,atma,
akuvaTAs,kU,1,6,2,s,ipft,atma,
akuvaDvam,kU,1,6,2,p,ipft,atma,
akuvanta,kU,1,6,3,p,ipft,atma,
akuvAmahi,kU,1,6,1,p,ipft,atma,
akuvAvahi,kU,1,6,1,d,ipft,atma,
akuve,kU,1,6,1,s,ipft,atma,
akuvetAm,kU,1,6,3,d,ipft,atma,
akuveTAm,kU,1,6,2,d,ipft,atma,
akUjat,kUj,,1,3,s,ipft,para,
akUjata,kUj,,1,2,p,ipft,para,
akUjatam,kUj,,1,2,d,ipft,para,
akUjatAm,kUj,,1,3,d,ipft,para,
akUjan,kUj,,1,3,p,ipft,para,
akUjam,kUj,,1,1,s,ipft,para,
akUjas,kUj,,1,2,s,ipft,para,
akUjAma,kUj,,1,1,p,ipft,para,
akUjAva,kUj,,1,1,d,ipft,para,
akUjyata,kUj,,,3,s,ipft,pass,
akUjyaTAs,kUj,,,2,s,ipft,pass,
akUjyaDvam,kUj,,,2,p,ipft,pass,
akUjyanta,kUj,,,3,p,ipft,pass,
akUjyAmahi,kUj,,,1,p,ipft,pass,
akUjyAvahi,kUj,,,1,d,ipft,pass,
akUjye,kUj,,,1,s,ipft,pass,
akUjyetAm,kUj,,,3,d,ipft,pass,
akUjyeTAm,kUj,,,2,d,ipft,pass,
akfQvam,kf,1,,2,p,aor,atma,
akfRavam,kf,1,5,1,s,ipft,para,
akfRuta,kf,1,5,3,s,ipft,atma,
akfRutam,kf,1,5,2,d,ipft,para,
akfRutAm,kf,1,5,3,d,ipft,para,
akfRuTAs,kf,1,5,2,s,ipft,atma,
akfRuDvam,kf,1,5,2,p,ipft,atma,
akfRuma,kf,1,5,1,p,ipft,para,
akfRumahi,kf,1,5,1,p,ipft,atma,
akfRuva,kf,1,5,1,d,ipft,para,
akfRuvahi,kf,1,5,1,d,ipft,atma,
akfRot,kf,1,5,3,s,ipft,para,
akfRos,kf,1,5,2,s,ipft,para,
akfRma,kf,1,5,1,p,ipft,para,
akfRmahi,kf,1,5,1,p,ipft,atma,
akfRva,kf,1,5,1,d,ipft,para,
akfRvata,kf,1,5,3,p,ipft,atma,
akfRvan,kf,1,5,3,p,ipft,para,
akfRvahi,kf,1,5,1,d,ipft,atma,
akfRvAtAm,kf,1,5,3,d,ipft,atma,
akfRvATAm,kf,1,5,2,d,ipft,atma,
akfRvi,kf,1,5,1,s,ipft,atma,
akfta,kf,1,,3,s,aor,atma,
akftam,kf,1,,2,d,aor,para,
akftAm,kf,1,,3,d,aor,para,
akftyata,kft,2,,3,s,ipft,pass,
akftyaTAs,kft,2,,2,s,ipft,pass,
akftyaDvam,kft,2,,2,p,ipft,pass,
akftyanta,kft,2,,3,p,ipft,pass,
akftyAmahi,kft,2,,1,p,ipft,pass,
akftyAvahi,kft,2,,1,d,ipft,pass,
akftye,kft,2,,1,s,ipft,pass,
akftyetAm,kft,2,,3,d,ipft,pass,
akftyeTAm,kft,2,,2,d,ipft,pass,
akfTAs,kf,1,,2,s,aor,atma,
akfDvam,kf,1,,2,p,aor,atma,
akfntat,kft,2,6,3,s,ipft,para,
akfntata,kft,2,6,2,p,ipft,para,
akfntatam,kft,2,6,2,d,ipft,para,
akfntatAm,kft,2,6,3,d,ipft,para,
akfntan,kft,2,6,3,p,ipft,para,
akfntam,kft,2,6,1,s,ipft,para,
akfntas,kft,2,6,2,s,ipft,para,
akfntAma,kft,2,6,1,p,ipft,para,
akfntAva,kft,2,6,1,d,ipft,para,
akfpata,kfp,2,6,3,s,ipft,atma,
akfpaTAs,kfp,2,6,2,s,ipft,atma,
akfpaDvam,kfp,2,6,2,p,ipft,atma,
akfpanta,kfp,2,6,3,p,ipft,atma,
akfpayat,kfp,2,,3,s,ipft,para,caus
akfpayata,kfp,2,,3,s,ipft,atma,caus
akfpayatam,kfp,2,,2,d,ipft,para,caus
akfpayatAm,kfp,2,,3,d,ipft,para,caus
akfpayaTAs,kfp,2,,2,s,ipft,atma,caus
akfpayaDvam,kfp,2,,2,p,ipft,atma,caus
akfpayan,kfp,2,,3,p,ipft,para,caus
akfpayanta,kfp,2,,3,p,ipft,atma,caus
akfpayam,kfp,2,,1,s,ipft,para,caus
akfpayas,kfp,2,,2,s,ipft,para,caus
akfpayAma,kfp,2,,1,p,ipft,para,caus
akfpayAmahi,kfp,2,,1,p,ipft,atma,caus
akfpayAva,kfp,2,,1,d,ipft,para,caus
akfpayAvahi,kfp,2,,1,d,ipft,atma,caus
akfpaye,kfp,2,,1,s,ipft,atma,caus
akfpayetAm,kfp,2,,3,d,ipft,atma,caus
akfpayeTAm,kfp,2,,2,d,ipft,atma,caus
akfpAmahi,kfp,2,6,1,p,ipft,atma,
akfpAvahi,kfp,2,6,1,d,ipft,atma,
akfpe,kfp,2,6,1,s,ipft,atma,
akfpetAm,kfp,2,6,3,d,ipft,atma,
akfpeTAm,kfp,2,6,2,d,ipft,atma,
akfpyata,kfp,2,,3,s,ipft,pass,
akfpyaTAs,kfp,2,,2,s,ipft,pass,
akfpyaDvam,kfp,2,,2,p,ipft,pass,
akfpyanta,kfp,2,,3,p,ipft,pass,
akfpyAmahi,kfp,2,,1,p,ipft,pass,
akfpyAvahi,kfp,2,,1,d,ipft,pass,
akfpye,kfp,2,,1,s,ipft,pass,
akfpyetAm,kfp,2,,3,d,ipft,pass,
akfpyeTAm,kfp,2,,2,d,ipft,pass,
akfma,kf,1,,1,p,aor,para,
akfmahi,kf,1,,1,p,aor,atma,
akfva,kf,1,,1,d,aor,para,
akfvahi,kf,1,,1,d,aor,atma,
akfSyat,kfS,,4,3,s,ipft,para,
akfSyata,kfS,,,3,s,ipft,pass,
akfSyatam,kfS,,4,2,d,ipft,para,
akfSyatAm,kfS,,4,3,d,ipft,para,
akfSyaTAs,kfS,,,2,s,ipft,pass,
akfSyaDvam,kfS,,,2,p,ipft,pass,
akfSyan,kfS,,4,3,p,ipft,para,
akfSyanta,kfS,,,3,p,ipft,pass,
akfSyam,kfS,,4,1,s,ipft,para,
akfSyas,kfS,,4,2,s,ipft,para,
akfSyAma,kfS,,4,1,p,ipft,para,
akfSyAmahi,kfS,,,1,p,ipft,pass,
akfSyAva,kfS,,4,1,d,ipft,para,
akfSyAvahi,kfS,,,1,d,ipft,pass,
akfSye,kfS,,,1,s,ipft,pass,
akfSyetAm,kfS,,,3,d,ipft,pass,
akfSyeTAm,kfS,,,2,d,ipft,pass,
akfzat,kfz,1,6,3,s,ipft,para,
akfzata,kfz,1,6,3,s,ipft,atma,
akfzata,kf,1,,3,p,aor,atma,
akfzatam,kfz,1,6,2,d,ipft,para,
akfzatAm,kfz,1,6,3,d,ipft,para,
akfzaTAs,kfz,1,6,2,s,ipft,atma,
akfzaDvam,kfz,1,6,2,p,ipft,atma,
akfzan,kfz,1,6,3,p,ipft,para,
akfzanta,kfz,1,6,3,p,ipft,atma,
akfzam,kfz,1,6,1,s,ipft,para,
akfzas,kfz,1,6,2,s,ipft,para,
akfzAtAm,kf,1,,3,d,aor,atma,
akfzATAm,kf,1,,2,d,aor,atma,
akfzAma,kfz,1,6,1,p,ipft,para,
akfzAmahi,kfz,1,6,1,p,ipft,atma,
akfzAva,kfz,1,6,1,d,ipft,para,
akfzAvahi,kfz,1,6,1,d,ipft,atma,
akfzi,kf,1,,1,s,aor,atma,
akfze,kfz,1,6,1,s,ipft,atma,
akfzetAm,kfz,1,6,3,d,ipft,atma,
akfzeTAm,kfz,1,6,2,d,ipft,atma,
akfzmahi,kf,1,,1,p,aor,atma,
akfzyata,kfz,1,,3,s,ipft,pass,
akfzyaTAs,kfz,1,,2,s,ipft,pass,
akfzyaDvam,kfz,1,,2,p,ipft,pass,
akfzyanta,kfz,1,,3,p,ipft,pass,
akfzyAmahi,kfz,1,,1,p,ipft,pass,
akfzyAvahi,kfz,1,,1,d,ipft,pass,
akfzye,kfz,1,,1,s,ipft,pass,
akfzyetAm,kfz,1,,3,d,ipft,pass,
akfzyeTAm,kfz,1,,2,d,ipft,pass,
akfzvahi,kf,1,,1,d,aor,atma,
akolat,kul,,1,3,s,ipft,para,
akolata,kul,,1,2,p,ipft,para,
akolatam,kul,,1,2,d,ipft,para,
akolatAm,kul,,1,3,d,ipft,para,
akolan,kul,,1,3,p,ipft,para,
akolam,kul,,1,1,s,ipft,para,
akolas,kul,,1,2,s,ipft,para,
akolAma,kul,,1,1,p,ipft,para,
akolAva,kul,,1,1,d,ipft,para,
akraRma,kram,,,1,p,aor,para,
akraRva,kram,,,1,d,aor,para,
akrata,kf,1,,3,p,aor,atma,
akran,kf,1,,3,p,aor,para,
akran,kram,,,3,s,aor,para,
akranta,kram,,,2,p,aor,para,
akrantam,kram,,,2,d,aor,para,
akrantAm,kram,,,3,d,aor,para,
akrandat,krand,,1,3,s,ipft,para,
akrandata,krand,,1,2,p,ipft,para,
akrandatam,krand,,1,2,d,ipft,para,
akrandatAm,krand,,1,3,d,ipft,para,
akrandan,krand,,1,3,p,ipft,para,
akrandam,krand,,1,1,s,ipft,para,
akrandas,krand,,1,2,s,ipft,para,
akrandAma,krand,,1,1,p,ipft,para,
akrandAva,krand,,1,1,d,ipft,para,
akrandiDvam,krand,,,2,p,aor,atma,
akrandizata,krand,,,3,p,aor,atma,
akrandizam,krand,,,1,s,aor,para,
akrandizAtAm,krand,,,3,d,aor,atma,
akrandizATAm,krand,,,2,d,aor,atma,
akrandizi,krand,,,1,s,aor,atma,
akrandizur,krand,,,3,p,aor,para,
akrandizwa,krand,,,3,s,aor,atma,
akrandizwam,krand,,,2,d,aor,para,
akrandizwAm,krand,,,3,d,aor,para,
akrandizWAs,krand,,,2,s,aor,atma,
akrandizma,krand,,,1,p,aor,para,
akrandizmahi,krand,,,1,p,aor,atma,
akrandizva,krand,,,1,d,aor,para,
akrandizvahi,krand,,,1,d,aor,atma,
akrandIt,krand,,,3,s,aor,para,
akrandIs,krand,,,2,s,aor,para,
akrandyata,krand,,,3,s,ipft,pass,
akrandyaTAs,krand,,,2,s,ipft,pass,
akrandyaDvam,krand,,,2,p,ipft,pass,
akrandyanta,krand,,,3,p,ipft,pass,
akrandyAmahi,krand,,,1,p,ipft,pass,
akrandyAvahi,krand,,,1,d,ipft,pass,
akrandye,krand,,,1,s,ipft,pass,
akrandyetAm,krand,,,3,d,ipft,pass,
akrandyeTAm,krand,,,2,d,ipft,pass,
akramat,kram,,1,3,s,ipft,para,
akramata,kram,,1,3,s,ipft,atma,
akramatam,kram,,1,2,d,ipft,para,
akramatAm,kram,,1,3,d,ipft,para,
akramaTAs,kram,,1,2,s,ipft,atma,
akramaDvam,kram,,1,2,p,ipft,atma,
akraman,kram,,1,3,p,ipft,para,
akramanta,kram,,1,3,p,ipft,atma,
akramam,kram,,,1,s,aor,para,
akramayat,kram,,,3,s,ipft,para,caus
akramayata,kram,,,3,s,ipft,atma,caus
akramayatam,kram,,,2,d,ipft,para,caus
akramayatAm,kram,,,3,d,ipft,para,caus
akramayaTAs,kram,,,2,s,ipft,atma,caus
akramayaDvam,kram,,,2,p,ipft,atma,caus
akramayan,kram,,,3,p,ipft,para,caus
akramayanta,kram,,,3,p,ipft,atma,caus
akramayam,kram,,,1,s,ipft,para,caus
akramayas,kram,,,2,s,ipft,para,caus
akramayAma,kram,,,1,p,ipft,para,caus
akramayAmahi,kram,,,1,p,ipft,atma,caus
akramayAva,kram,,,1,d,ipft,para,caus
akramayAvahi,kram,,,1,d,ipft,atma,caus
akramaye,kram,,,1,s,ipft,atma,caus
akramayetAm,kram,,,3,d,ipft,atma,caus
akramayeTAm,kram,,,2,d,ipft,atma,caus
akramas,kram,,1,2,s,ipft,para,
akramAma,kram,,1,1,p,ipft,para,
akramAmahi,kram,,1,1,p,ipft,atma,
akramAva,kram,,1,1,d,ipft,para,
akramAvahi,kram,,1,1,d,ipft,atma,
akramiDvam,kram,,,2,p,aor,atma,
akramizata,kram,,,3,p,aor,atma,
akramizam,kram,,,1,s,aor,para,
akramizAtAm,kram,,,3,d,aor,atma,
akramizATAm,kram,,,2,d,aor,atma,
akramizi,kram,,,1,s,aor,atma,
akramizur,kram,,,3,p,aor,para,
akramizwa,kram,,,3,s,aor,atma,
akramizwam,kram,,,2,d,aor,para,
akramizwAm,kram,,,3,d,aor,para,
akramizWAs,kram,,,2,s,aor,atma,
akramizma,kram,,,1,p,aor,para,
akramizmahi,kram,,,1,p,aor,atma,
akramizva,kram,,,1,d,aor,para,
akramizvahi,kram,,,1,d,aor,atma,
akramIt,kram,,,3,s,aor,para,
akramIs,kram,,,2,s,aor,para,
akramur,kram,,,3,p,aor,para,
akrame,kram,,1,1,s,ipft,atma,
akrametAm,kram,,1,3,d,ipft,atma,
akrameTAm,kram,,1,2,d,ipft,atma,
akramyata,kram,,,3,s,ipft,pass,
akramyaTAs,kram,,,2,s,ipft,pass,
akramyaDvam,kram,,,2,p,ipft,pass,
akramyanta,kram,,,3,p,ipft,pass,
akramyAmahi,kram,,,1,p,ipft,pass,
akramyAvahi,kram,,,1,d,ipft,pass,
akramye,kram,,,1,s,ipft,pass,
akramyetAm,kram,,,3,d,ipft,pass,
akramyeTAm,kram,,,2,d,ipft,pass,
akrAtAm,kf,1,,3,d,aor,atma,
akrATAm,kf,1,,2,d,aor,atma,
akrApayat,krI,1,,3,s,ipft,para,caus
akrApayata,krI,1,,3,s,ipft,atma,caus
akrApayatam,krI,1,,2,d,ipft,para,caus
akrApayatAm,krI,1,,3,d,ipft,para,caus
akrApayaTAs,krI,1,,2,s,ipft,atma,caus
akrApayaDvam,krI,1,,2,p,ipft,atma,caus
akrApayan,krI,1,,3,p,ipft,para,caus
akrApayanta,krI,1,,3,p,ipft,atma,caus
akrApayam,krI,1,,1,s,ipft,para,caus
akrApayas,krI,1,,2,s,ipft,para,caus
akrApayAma,krI,1,,1,p,ipft,para,caus
akrApayAmahi,krI,1,,1,p,ipft,atma,caus
akrApayAva,krI,1,,1,d,ipft,para,caus
akrApayAvahi,krI,1,,1,d,ipft,atma,caus
akrApaye,krI,1,,1,s,ipft,atma,caus
akrApayetAm,krI,1,,3,d,ipft,atma,caus
akrApayeTAm,krI,1,,2,d,ipft,atma,caus
akrApyata,krI,1,,3,s,ipft,pass,caus
akrApyaTAs,krI,1,,2,s,ipft,pass,caus
akrApyaDvam,krI,1,,2,p,ipft,pass,caus
akrApyanta,krI,1,,3,p,ipft,pass,caus
akrApyAmahi,krI,1,,1,p,ipft,pass,caus
akrApyAvahi,krI,1,,1,d,ipft,pass,caus
akrApye,krI,1,,1,s,ipft,pass,caus
akrApyetAm,krI,1,,3,d,ipft,pass,caus
akrApyeTAm,krI,1,,2,d,ipft,pass,caus
akrAmat,kram,,1,3,s,ipft,para,
akrAmata,kram,,1,3,s,ipft,atma,
akrAmatam,kram,,1,2,d,ipft,para,
akrAmatAm,kram,,1,3,d,ipft,para,
akrAmaTAs,kram,,1,2,s,ipft,atma,
akrAmaDvam,kram,,1,2,p,ipft,atma,
akrAman,kram,,1,3,p,ipft,para,
akrAmanta,kram,,1,3,p,ipft,atma,
akrAmam,kram,,1,1,s,ipft,para,
akrAmayat,kram,,,3,s,ipft,para,caus
akrAmayata,kram,,,3,s,ipft,atma,caus
akrAmayatam,kram,,,2,d,ipft,para,caus
akrAmayatAm,kram,,,3,d,ipft,para,caus
akrAmayaTAs,kram,,,2,s,ipft,atma,caus
akrAmayaDvam,kram,,,2,p,ipft,atma,caus
akrAmayan,kram,,,3,p,ipft,para,caus
akrAmayanta,kram,,,3,p,ipft,atma,caus
akrAmayam,kram,,,1,s,ipft,para,caus
akrAmayas,kram,,,2,s,ipft,para,caus
akrAmayAma,kram,,,1,p,ipft,para,caus
akrAmayAmahi,kram,,,1,p,ipft,atma,caus
akrAmayAva,kram,,,1,d,ipft,para,caus
